TYPE;STATUT;ADRESSE;ARRONDISSEMENT;HORAIRE;ACCES_PMR;RELAIS_BEBE;URL_FICHE_EQUIPEMENT;geo_shape;geo_point_2d
TOILETTES;;JARDIN MEDIEVAL DU MUSEE DE CLUNY;75005;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-paul-painleve-2444;"{""coordinates"": [[2.344087165266142, 48.85081103124964]], ""type"": ""MultiPoint""}";48.85081103124964,2.344087165266142
TOILETTES;;JARDIN DE L'HOPITAL SAINTE-PERINE;75016;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-sainte-perine-1806;"{""coordinates"": [[2.269172604439539, 48.84484410447445]], ""type"": ""MultiPoint""}";48.84484410447445,2.269172604439539
TOILETTES;;SQUARE DE LA ROQUETTE;75011;Voir fiche équipement;Non;Oui;https://www.paris.fr/equipements/square-marcel-rajman-16638;"{""coordinates"": [[2.384662193346415, 48.85998930823249]], ""type"": ""MultiPoint""}";48.85998930823249,2.384662193346415
TOILETTES;;JARDIN DES SERRES D'AUTEUIL;75016;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-du-tchad-2622;"{""coordinates"": [[2.252823769625865, 48.84600296930212]], ""type"": ""MultiPoint""}";48.84600296930212,2.252823769625865
TOILETTES;;SQUARE DE LA BUTTE DU CHAPEAU ROUGE;75019;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/parc-de-la-butte-du-chapeau-rouge-1811;"{""coordinates"": [[2.398780849590684, 48.88101651958862]], ""type"": ""MultiPoint""}";48.88101651958862,2.398780849590684
SANISETTE;;145  BOULEVARD DE MAGENTA;75010;6 h - 22 h;Oui;;;"{""coordinates"": [[2.350534228884394, 48.88224462938898]], ""type"": ""MultiPoint""}";48.88224462938898,2.350534228884394
SANISETTE;;12  PLACE DE LA REPUBLIQUE;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.363409140558088, 48.86839539424431]], ""type"": ""MultiPoint""}";48.86839539424431,2.363409140558088
SANISETTE;;65  QUAI DE VALMY;75010;6 h - 22 h;Oui;;;"{""coordinates"": [[2.365013155028617, 48.87136893708937]], ""type"": ""MultiPoint""}";48.87136893708937,2.365013155028617
SANISETTE;;125  AVENUE LEDRU ROLLIN;75011;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3776669195092612, 48.85413586971285]], ""type"": ""MultiPoint""}";48.85413586971285,2.3776669195092612
SANISETTE;;58  AVENUE DE LA REPUBLIQUE;75011;24 h / 24;Oui;;;"{""coordinates"": [[2.376082810937389, 48.86489721503484]], ""type"": ""MultiPoint""}";48.86489721503484,2.376082810937389
SANISETTE;;2  RUE FERNAND FOUREAU;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.411269397772902, 48.8461981514924]], ""type"": ""MultiPoint""}";48.8461981514924,2.411269397772902
SANISETTE;;8  RUE DE LYON;75012;6 h - 1 h;Oui;;;"{""coordinates"": [[2.37177589149407, 48.84745150202467]], ""type"": ""MultiPoint""}";48.84745150202467,2.37177589149407
SANISETTE;;27  AVENUE D IVRY;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.366856434532854, 48.82266348081883]], ""type"": ""MultiPoint""}";48.82266348081883,2.366856434532854
SANISETTE;;117  BOULEVARD MASSENA;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.363982338246426, 48.81958369499793]], ""type"": ""MultiPoint""}";48.81958369499793,2.363982338246426
SANISETTE;;face au 200 RUE DE LA CONVENTION;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.296801972420026, 48.83718929817781]], ""type"": ""MultiPoint""}";48.83718929817781,2.296801972420026
SANISETTE;;73  QUAI BRANLY;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.291104558604042, 48.8572621090066]], ""type"": ""MultiPoint""}";48.8572621090066,2.291104558604042
SANISETTE;;BOULEVARD SUCHET;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.26822808578965, 48.86236196660649]], ""type"": ""MultiPoint""}";48.86236196660649,2.26822808578965
SANISETTE;;4  AVENUE NIEL;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.294473730079965, 48.87892079748371]], ""type"": ""MultiPoint""}";48.87892079748371,2.294473730079965
SANISETTE;;opposé au 10 RUE DE L EVANGILE;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.361548103970359, 48.892079500845476]], ""type"": ""MultiPoint""}";48.892079500845476,2.361548103970359
SANISETTE;;face au 52 BOULEVARD DE ROCHECHOUART;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.345906182814424, 48.88324708107194]], ""type"": ""MultiPoint""}";48.88324708107194,2.345906182814424
SANISETTE;;9  BOULEVARD NEY;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.341642000883749, 48.89775890686294]], ""type"": ""MultiPoint""}";48.89775890686294,2.341642000883749
SANISETTE;;3  RUE BOTZARIS;75019;24 h / 24;Oui;;;"{""coordinates"": [[2.381250830015357, 48.877863914358414]], ""type"": ""MultiPoint""}";48.877863914358414,2.381250830015357
SANISETTE;;AVENUE DU PROFESSEUR ANDRE LEMIERE;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.414715111410584, 48.85833811315611]], ""type"": ""MultiPoint""}";48.85833811315611,2.414715111410584
SANISETTE;;118  BOULEVARD DE CHARONNE;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.395955166955249, 48.8547611226117]], ""type"": ""MultiPoint""}";48.8547611226117,2.395955166955249
SANISETTE;;296  RUE DES PYRENEES;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.392052330778927, 48.871931093994846]], ""type"": ""MultiPoint""}";48.871931093994846,2.392052330778927
SANISETTE;;face au 375 RUE DES PYRENEES;75020;6 h - 1 h;Oui;;;"{""coordinates"": [[2.389751715108937, 48.87368018535096]], ""type"": ""MultiPoint""}";48.87368018535096,2.389751715108937
SANISETTE;;1  RUE PAGANINI;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.411303344183451, 48.85142475093343]], ""type"": ""MultiPoint""}";48.85142475093343,2.411303344183451
SANISETTE;;37  RUE DU LOUVRE;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.343820992881231, 48.8674378410879]], ""type"": ""MultiPoint""}";48.8674378410879,2.343820992881231
SANISETTE;;4  RUE POLIVEAU;;24 h / 24;Oui;;;"{""coordinates"": [[2.361273263570859, 48.8403933177024]], ""type"": ""MultiPoint""}";48.8403933177024,2.361273263570859
SANISETTE;;21  RUE D AMSTERDAM;;24 h / 24;Oui;;;"{""coordinates"": [[2.327036875810606, 48.877605646896434]], ""type"": ""MultiPoint""}";48.877605646896434,2.327036875810606
SANISETTE;;61  BOULEVARD DE LA VILLETTE;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.372183544560666, 48.87619604525084]], ""type"": ""MultiPoint""}";48.87619604525084,2.372183544560666
TOILETTES;;SQUARE DE LA RUE JEAN DUNAND (ZAC BAUDRICOURT);75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-baudricourt-2853;"{""coordinates"": [[2.364376697938306, 48.823048021231]], ""type"": ""MultiPoint""}";48.823048021231,2.364376697938306
TOILETTES;;SQUARE DES CHAMAILLARDS;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-des-chamaillards-2858;"{""coordinates"": [[2.3694295007426422, 48.82536366522392]], ""type"": ""MultiPoint""}";48.82536366522392,2.3694295007426422
TOILETTES;;BOIS DE BOULOGNE - PARC DE BAGATELLE - ORANGERIE;75016;Voir fiche équipement;Non;Oui;https://www.paris.fr/equipements/parc-de-bagatelle-1808;"{""coordinates"": [[2.245718549831693, 48.86844303067456]], ""type"": ""MultiPoint""}";48.86844303067456,2.245718549831693
TOILETTES;;JARDIN DE L'HOPITAL SAINTE-PERINE;75016;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/parc-sainte-perine-1806;"{""coordinates"": [[2.268511280811586, 48.84381761455925]], ""type"": ""MultiPoint""}";48.84381761455925,2.268511280811586
TOILETTES;;JARDIN DE L'HOPITAL SAINTE-PERINE;75016;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-sainte-perine-1806;"{""coordinates"": [[2.268623313467747, 48.84388177705817]], ""type"": ""MultiPoint""}";48.84388177705817,2.268623313467747
TOILETTES;;SQUARE SEVERINE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-severine-1776;"{""coordinates"": [[2.409769452973536, 48.865186754205176]], ""type"": ""MultiPoint""}";48.865186754205176,2.409769452973536
TOILETTES;;JARDINS DU TROCADERO;75016;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardins-du-trocadero-1789;"{""coordinates"": [[2.289051200983526, 48.862588523356806]], ""type"": ""MultiPoint""}";48.862588523356806,2.289051200983526
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""coordinates"": [[2.387309056086508, 48.88106418436492]], ""type"": ""MultiPoint""}";48.88106418436492,2.387309056086508
WC PUBLICS PERMANENTS;;Parc Rives de Seine;75004;;Non;;;"{""coordinates"": [[2.346122050376146, 48.8573418185966]], ""type"": ""MultiPoint""}";48.8573418185966,2.346122050376146
SANISETTE;;face au 170 AVENUE LEDRU ROLLIN;75011;24 h / 24;Oui;;;"{""coordinates"": [[2.379351478214016, 48.85704278201932]], ""type"": ""MultiPoint""}";48.85704278201932,2.379351478214016
SANISETTE;;117  BOULEVARD VINCENT AURIOL;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.365126312854549, 48.833717304602885]], ""type"": ""MultiPoint""}";48.833717304602885,2.365126312854549
SANISETTE;;101  BOULEVARD DE MONTMORENCY;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.260533615073436, 48.8483316153724]], ""type"": ""MultiPoint""}";48.8483316153724,2.260533615073436
SANISETTE;;RUE DES FETES;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.392553578299811, 48.87706838934992]], ""type"": ""MultiPoint""}";48.87706838934992,2.392553578299811
SANISETTE;;52  QUAI DE LA LOIRE;75019;24 h / 24;Oui;;;"{""coordinates"": [[2.375847653421224, 48.885803250412145]], ""type"": ""MultiPoint""}";48.885803250412145,2.375847653421224
SANISETTE;;face au 3 RUE DES DOCTEURS DEJERINE;75020;6 h - 1 h;Oui;;;"{""coordinates"": [[2.412247373913973, 48.85445502611209]], ""type"": ""MultiPoint""}";48.85445502611209,2.412247373913973
SANISETTE;;4  RUE FERNAND LEGER;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.389124137262356, 48.863772755076]], ""type"": ""MultiPoint""}";48.863772755076,2.389124137262356
SANISETTE;;107  RUE RAMBUTEAU;;24 h / 24;Oui;;;"{""coordinates"": [[2.346392662102407, 48.86274833004129]], ""type"": ""MultiPoint""}";48.86274833004129,2.346392662102407
SANISETTE;;27  BOULEVARD POISSONNIERE;;24 h / 24;Oui;;;"{""coordinates"": [[2.343654073079795, 48.87129988583528]], ""type"": ""MultiPoint""}";48.87129988583528,2.343654073079795
SANISETTE;;QUAI DE GESVRES;;24 h / 24;Oui;;;"{""coordinates"": [[2.349796463968451, 48.856486160078234]], ""type"": ""MultiPoint""}";48.856486160078234,2.349796463968451
SANISETTE;;4  RUE JUSSIEU;;24 h / 24;Oui;;;"{""coordinates"": [[2.354872194164979, 48.84622521629629]], ""type"": ""MultiPoint""}";48.84622521629629,2.354872194164979
SANISETTE;;4  AVENUE FRANKLIN D ROOSEVELT;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.310160918160172, 48.87014131314519]], ""type"": ""MultiPoint""}";48.87014131314519,2.310160918160172
TOILETTES;;SQUARE CHARLES PEGUY;75012;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-charles-peguy-2575;"{""coordinates"": [[2.406140565653542, 48.83953772127824]], ""type"": ""MultiPoint""}";48.83953772127824,2.406140565653542
TOILETTES;;JARDIN D'EOLE - TERRAIN DE BASKET;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-francoise-helene-jourda-ex-20-rue-du-departement-18075;"{""coordinates"": [[2.36501249488385, 48.88664454218721]], ""type"": ""MultiPoint""}";48.88664454218721,2.36501249488385
TOILETTES;;JARDIN HENRI SAUVAGE;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-henri-sauvage-ex-square-amiraux-boinod-2702;"{""coordinates"": [[2.352388044903167, 48.89412216072536]], ""type"": ""MultiPoint""}";48.89412216072536,2.352388044903167
TOILETTES;;SQUARE JEAN XXIII;75004;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-jean-xxiii-35;"{""coordinates"": [[2.35106433395671, 48.85284931455995]], ""type"": ""MultiPoint""}";48.85284931455995,2.35106433395671
TOILETTES;;SQUARE GUSTAVE MESUREUR;75013;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-gustave-mesureur-2525;"{""coordinates"": [[2.362528627050124, 48.83375567823723]], ""type"": ""MultiPoint""}";48.83375567823723,2.362528627050124
TOILETTES;;SQUARE SAMUEL BECKETT;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-joan-miro-2563;"{""coordinates"": [[2.361947469994329, 48.81990547174471]], ""type"": ""MultiPoint""}";48.81990547174471,2.361947469994329
TOILETTES;;SQUARE SAINT-LAMBERT;75015;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-saint-lambert-1768;"{""coordinates"": [[2.297406063222037, 48.84277453561846]], ""type"": ""MultiPoint""}";48.84277453561846,2.297406063222037
TOILETTES;;SQUARE BOUCICAUT;75007;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-boucicaut-2462;"{""coordinates"": [[2.325645642508822, 48.85111943871574]], ""type"": ""MultiPoint""}";48.85111943871574,2.325645642508822
TOILETTES;;PARC MONTSOURIS;75014;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""coordinates"": [[2.340911412274563, 48.82139688389914]], ""type"": ""MultiPoint""}";48.82139688389914,2.340911412274563
TOILETTES;;SQUARE DES EPINETTES;75017;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-des-epinettes-2631;"{""coordinates"": [[2.326850241067247, 48.894764964434124]], ""type"": ""MultiPoint""}";48.894764964434124,2.326850241067247
TOILETTES;;SQUARE DU PASSAGE LEON;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-saint-bernard-said-bouziri-2686;"{""coordinates"": [[2.353323649348037, 48.885897360399426]], ""type"": ""MultiPoint""}";48.885897360399426,2.353323649348037
TOILETTES;;SQUARE MONSEIGNEUR MAILLET;75019;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-du-regard-de-la-lanterne-2677;"{""coordinates"": [[2.393158382368525, 48.87669393559697]], ""type"": ""MultiPoint""}";48.87669393559697,2.393158382368525
LAVATORY;;1 rue Lamarck;75018;;Oui;;;"{""coordinates"": [[2.343863211912109, 48.88626726174863]], ""type"": ""MultiPoint""}";48.88626726174863,2.343863211912109
WC PUBLICS PERMANENTS;;Parc Rives de Seine;75004;;Non;;;"{""coordinates"": [[2.353968199139136, 48.85349716617869]], ""type"": ""MultiPoint""}";48.85349716617869,2.353968199139136
URINOIR;;40 BOULEVARD AUGUSTE BLANQUI;75013;;Non;Non;;"{""coordinates"": [[2.350974415222593, 48.83003143468849]], ""type"": ""MultiPoint""}";48.83003143468849,2.350974415222593
SANISETTE;;3  RUE AMBROISE PARE;75010;6 h - 22 h;Oui;;;"{""coordinates"": [[2.353238345856508, 48.881814396150844]], ""type"": ""MultiPoint""}";48.881814396150844,2.353238345856508
SANISETTE;;44  AVENUE PHILIPPE AUGUSTE;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.393718336174439, 48.85213697345383]], ""type"": ""MultiPoint""}";48.85213697345383,2.393718336174439
SANISETTE;;282  BOULEVARD VOLTAIRE;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.393663208396115, 48.84958044775067]], ""type"": ""MultiPoint""}";48.84958044775067,2.393663208396115
SANISETTE;;36  AVENUE DAUMESNIL;75012;24 h / 24;Oui;;;"{""coordinates"": [[2.371083681974045, 48.849239292689276]], ""type"": ""MultiPoint""}";48.849239292689276,2.371083681974045
SANISETTE;;face au 1 BOULEVARD DE REUILLY;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.389572937934319, 48.83894041055916]], ""type"": ""MultiPoint""}";48.83894041055916,2.389572937934319
SANISETTE;;4  PLACE ABBE GEORGES HENOCQUE;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.353095464368397, 48.82406568071868]], ""type"": ""MultiPoint""}";48.82406568071868,2.353095464368397
SANISETTE;;face au 97 RUE DU CHEVALERET;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.375200718397584, 48.83032574552438]], ""type"": ""MultiPoint""}";48.83032574552438,2.375200718397584
SANISETTE;;BOULEVARD DE L HOPITAL;75013;6 h - 1 h;Oui;;;"{""coordinates"": [[2.361754666816262, 48.83963427904555]], ""type"": ""MultiPoint""}";48.83963427904555,2.361754666816262
SANISETTE;;11  AVENUE MAURICE D OCAGNE;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.311279224235745, 48.82498851904086]], ""type"": ""MultiPoint""}";48.82498851904086,2.311279224235745
SANISETTE;;7  AVENUE DE LA PORTE DES TERNES;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.282970855516519, 48.88111759201828]], ""type"": ""MultiPoint""}";48.88111759201828,2.282970855516519
SANISETTE;;138  RUE DES POISSONNIERS;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.353016460359746, 48.89635962022954]], ""type"": ""MultiPoint""}";48.89635962022954,2.353016460359746
SANISETTE;;face au 36 RUE LEIBNIZ;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.334627425552952, 48.896429139789866]], ""type"": ""MultiPoint""}";48.896429139789866,2.334627425552952
SANISETTE;;2  AVENUE DE LA PORTE DE SAINT OUEN;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.329375817479652, 48.89789971505309]], ""type"": ""MultiPoint""}";48.89789971505309,2.329375817479652
SANISETTE;;face au 3 BOULEVARD NEY;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.369298128147713, 48.89877331075297]], ""type"": ""MultiPoint""}";48.89877331075297,2.369298128147713
SANISETTE;;face au 34 BOULEVARD DE CLICHY;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.3367738949822803, 48.88256734476811]], ""type"": ""MultiPoint""}";48.88256734476811,2.3367738949822803
SANISETTE;;23  BOULEVARD NEY;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.362386603106506, 48.8984120785467]], ""type"": ""MultiPoint""}";48.8984120785467,2.362386603106506
SANISETTE;;25  AVENUE DE FLANDRE;75019;24 h / 24;Oui;;;"{""coordinates"": [[2.370365988049617, 48.8857730296856]], ""type"": ""MultiPoint""}";48.8857730296856,2.370365988049617
SANISETTE;;face au 107 AVENUE JEAN JAURES;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.381014907216359, 48.88552389113011]], ""type"": ""MultiPoint""}";48.88552389113011,2.381014907216359
SANISETTE;;72  RUE DES AMANDIERS;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.38977745051532, 48.86628405302379]], ""type"": ""MultiPoint""}";48.86628405302379,2.38977745051532
SANISETTE;;69  BOULEVARD DE SEBASTOPOL;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.350962736416814, 48.86366249322703]], ""type"": ""MultiPoint""}";48.86366249322703,2.350962736416814
SANISETTE;;25  RUE PASTOURELLE;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.359364861798902, 48.86274437683079]], ""type"": ""MultiPoint""}";48.86274437683079,2.359364861798902
SANISETTE;;RUE DE SEVRES;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.323054655081175, 48.84983487675197]], ""type"": ""MultiPoint""}";48.84983487675197,2.323054655081175
SANISETTE;;AVENUE CHARLES FLOQUET;;24 h / 24;Oui;;;"{""coordinates"": [[2.295895903904689, 48.855104384442974]], ""type"": ""MultiPoint""}";48.855104384442974,2.295895903904689
TOILETTES;;BOIS DE VINCENNES - PLATEAU DE SAINT-MANDE;75012;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/parc-floral-de-paris-1;"{""coordinates"": [[2.420418982190451, 48.84310448292203]], ""type"": ""MultiPoint""}";48.84310448292203,2.420418982190451
TOILETTES;;SQUARE JEAN MOULIN;75014;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-jean-moulin-2589;"{""coordinates"": [[2.318778523318068, 48.82377533658264]], ""type"": ""MultiPoint""}";48.82377533658264,2.318778523318068
TOILETTES;;JARDIN DES POETES;75016;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-des-poetes-2778;"{""coordinates"": [[2.256663508363861, 48.84762442808565]], ""type"": ""MultiPoint""}";48.84762442808565,2.256663508363861
TOILETTES;;SQUARE CLAUDE BERNARD;75019;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-claude-bernard-2682;"{""coordinates"": [[2.374464613571059, 48.899251737173394]], ""type"": ""MultiPoint""}";48.899251737173394,2.374464613571059
SANISETTE;;8  PLACE LEON BLUM;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.380242666953603, 48.85831317893598]], ""type"": ""MultiPoint""}";48.85831317893598,2.380242666953603
SANISETTE;;123  BOULEVARD RICHARD LENOIR;75011;24 h / 24;Oui;;;"{""coordinates"": [[2.369377340131359, 48.865841562591655]], ""type"": ""MultiPoint""}";48.865841562591655,2.369377340131359
SANISETTE;;5  BOULEVARD KELLERMANN;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.357591218548521, 48.81897694760634]], ""type"": ""MultiPoint""}";48.81897694760634,2.357591218548521
SANISETTE;;26  PLACE JEANNE D ARC;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.368968163478483, 48.829779950288575]], ""type"": ""MultiPoint""}";48.829779950288575,2.368968163478483
SANISETTE;;46  AVENUE D ITALIE;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.35653249550023, 48.828056558518995]], ""type"": ""MultiPoint""}";48.828056558518995,2.35653249550023
SANISETTE;;100  BOULEVARD AUGUSTE BLANQUI;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.344431701329784, 48.83113397852206]], ""type"": ""MultiPoint""}";48.83113397852206,2.344431701329784
SANISETTE;;AVENUE DU MAINE;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.325309655442211, 48.83226021863131]], ""type"": ""MultiPoint""}";48.83226021863131,2.325309655442211
SANISETTE;;face au 297 BOULEVARD RASPAIL;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.332118769771474, 48.83481048849861]], ""type"": ""MultiPoint""}";48.83481048849861,2.332118769771474
SANISETTE;;9  QUAI LOUIS BLERIOT;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.277890989978299, 48.85083039519224]], ""type"": ""MultiPoint""}";48.85083039519224,2.277890989978299
SANISETTE;;face au 21 AVENUE DU GENERAL SARRAIL;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.255987040827983, 48.845813121421486]], ""type"": ""MultiPoint""}";48.845813121421486,2.255987040827983
SANISETTE;;16  AVENUE DU PARC DES PRINCES;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.254610908740306, 48.84122995590826]], ""type"": ""MultiPoint""}";48.84122995590826,2.254610908740306
SANISETTE;;220  BOULEVARD DE LA VILLETTE;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.367381050280597, 48.88425702092837]], ""type"": ""MultiPoint""}";48.88425702092837,2.367381050280597
SANISETTE;;face au 57 QUAI DE LA SEINE;75019;6 h - 1 h;Oui;;;"{""coordinates"": [[2.375836531761866, 48.887235115112404]], ""type"": ""MultiPoint""}";48.887235115112404,2.375836531761866
SANISETTE;;24  RUE SAINT FARGEAU;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.402140186133077, 48.871554163366646]], ""type"": ""MultiPoint""}";48.871554163366646,2.402140186133077
SANISETTE;;82  BOULEVARD DE SEBASTOPOL;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.352249091270851, 48.86550351402495]], ""type"": ""MultiPoint""}";48.86550351402495,2.352249091270851
SANISETTE;;RUE SAINT ANTOINE;;24 h / 24;Oui;;;"{""coordinates"": [[2.360419701884549, 48.85530319788792]], ""type"": ""MultiPoint""}";48.85530319788792,2.360419701884549
SANISETTE;;21 bis BOULEVARD BOURDON;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.366735495873733, 48.849930706291325]], ""type"": ""MultiPoint""}";48.849930706291325,2.366735495873733
SANISETTE;;RUE CUVIER;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.360394697155951, 48.84439660262885]], ""type"": ""MultiPoint""}";48.84439660262885,2.360394697155951
SANISETTE;;85  BOULEVARD RASPAIL;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.327969092306715, 48.84768309080963]], ""type"": ""MultiPoint""}";48.84768309080963,2.327969092306715
SANISETTE;;1  AVENUE DE VERDUN;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.361395771844339, 48.876304046298976]], ""type"": ""MultiPoint""}";48.876304046298976,2.361395771844339
TOILETTES;;JARDIN D'EOLE - AIRE DE JEUX;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-francoise-helene-jourda-ex-20-rue-du-departement-18075;"{""coordinates"": [[2.366157108818243, 48.888348037389356]], ""type"": ""MultiPoint""}";48.888348037389356,2.366157108818243
TOILETTES;;BOIS DE VINCENNES - DAUMESNIL;75012;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-floral-de-paris-1;"{""coordinates"": [[2.414299848616877, 48.83277762088802]], ""type"": ""MultiPoint""}";48.83277762088802,2.414299848616877
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""coordinates"": [[2.382729246173076, 48.87945225471852]], ""type"": ""MultiPoint""}";48.87945225471852,2.382729246173076
TOILETTES;;JARDIN DU MOULIN DE LA POINTE;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-du-monument-aux-meres-francaises-2564;"{""coordinates"": [[2.356788716578499, 48.82101412751667]], ""type"": ""MultiPoint""}";48.82101412751667,2.356788716578499
TOILETTES;;JARDIN JEAN-CLAUDE NICOLAS FORESTIER;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-jean-claude-nicolas-forestier-2554;"{""coordinates"": [[2.348072406221041, 48.81884809913537]], ""type"": ""MultiPoint""}";48.81884809913537,2.348072406221041
TOILETTES;;PARC ANDRE CITROEN;75015;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-andre-citroen-1791;"{""coordinates"": [[2.275296807339177, 48.8420964537002]], ""type"": ""MultiPoint""}";48.8420964537002,2.275296807339177
URINOIR;;JARDIN TINO ROSSI - MUSEE DE LA SCULPTURE EN PLEIN AIR;75005;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-tino-rossi-1786;"{""coordinates"": [[2.361597962737386, 48.84699411929912]], ""type"": ""MultiPoint""}";48.84699411929912,2.361597962737386
TOILETTES;;PARC DES BUTTES CHAUMONT;75019;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-des-buttes-chaumont-1757;"{""coordinates"": [[2.379927468657875, 48.878124294408764]], ""type"": ""MultiPoint""}";48.878124294408764,2.379927468657875
